,Product Title,Product MRP,Discounted Price,Product Rating,Rating Count,Product Image URL
16,"Hanes Men’s X-Temp Short Sleeve Polo Shirt, Midweight Men's Shirt","INR 1,593.17","INR 1,048.14",4.5,"26,527",https://m.media-amazon.com/images/I/61YHKoOZ4vL._AC_UL320_.jpg
14,Lucky Brand Mens Venice Burnout Notch Neck Tee,"INR 2,892.86","INR 1,562.14",4.5,"9,136",https://m.media-amazon.com/images/I/917vcFp1ybL._AC_UL320_.jpg
17,Van Heusen Men's Dress Shirt Regular Fit Poplin Solid,"INR 2,635.44","INR 1,843.88",4.4,"36,810",https://m.media-amazon.com/images/I/61RjucsfoKL._AC_UL320_.jpg
33,Alimens & Gentle Mens Solid Oxford Shirt Long Sleeve Button Down Shirts with Pocket,"INR 2,094.60","INR 1,927.73",4.3,"4,460",https://m.media-amazon.com/images/I/61q+sy7esWL._AC_UL320_.jpg
10,Amazon Essentials Men's Regular-Fit Long-Sleeve Casual Poplin Shirt,"INR 2,087.89","INR 1,987.27",4.4,"31,757",https://m.media-amazon.com/images/I/81sH0QitrZL._AC_UL320_.jpg
7,COOFANDY Men's Henley Shirts Short Sleeve Casual Basic Tee Summer Button Henley Soild T Shirts,"INR 2,263.14","INR 2,095.44",4.5,322,https://m.media-amazon.com/images/I/717Vt-M4G9L._AC_UL320_.jpg
32,Men's Sun Protection Fishing Shirts Lightweight Long Sleeve UPF 50+ Travel Work Hiking Shirts with Pockets,"INR 3,101.65","INR 2,764.57",4.3,61,https://m.media-amazon.com/images/I/81zBz7wrwIL._AC_UL320_.jpg
28,PIQIDIG Men's Long Sleeve Sun Protection Shirts UPF 50+ Quick Dry Button Down Shirts Hiking Fishing Camping Travel Work,"INR 4,191.71","INR 3,183.82",4.0,47,https://m.media-amazon.com/images/I/71oWkA2D9VL._AC_UL320_.jpg
25,"Hanes Men's T-Shirts, Men's BeefyT Henley Shirts, Men's Cotton Long Sleeve Shirts","INR 1,677.02",INR 638.94,4.5,"84,049",https://m.media-amazon.com/images/I/61EEeRr-hjL._AC_UL320_.jpg
