,Product Title,Product MRP,Discounted Price,Product Rating,Rating Count,Product Image URL
6,Women's Vintage Floral T Shirt Boho Wildflower Graphic Loose Tees Short Sleeve Casual Tops,"INR 1,760.03","INR 1,340.78",4.4,389,https://m.media-amazon.com/images/I/81kZaGI4KmL._AC_UL320_.jpg
3,Lunivop Womens Tops Casual V Neck Short Sleeve Solid Color Basic T Shirt,"INR 2,180.13","INR 1,676.18",4.0,"7,382",https://m.media-amazon.com/images/I/71QZN+qwUIL._AC_UL320_.jpg
5,GORGLITTER Men's Crewneck T Shirt Letter Graphic Short Sleeve Casual Drop Shoulder Oversized Tee,"INR 2,179.29","INR 1,676.18",3.9,48,https://m.media-amazon.com/images/I/61jXjYC6ybL._AC_UL320_.jpg
4,COOFANDY Men's Casual Button Down Shirt Wrinkle Free Shirts Long Sleeve Dress Shirt,"INR 3,101.65","INR 2,095.44",4.2,472,https://m.media-amazon.com/images/I/71jrAFhYvaL._AC_UL320_.jpg
9,Just My Size Women's Plus-Size Short Sleeve V-Neck Tee,"INR 1,006.21",INR 838.51,4.1,"25,490",https://m.media-amazon.com/images/I/71R5dI3yZ6L._AC_UL320_.jpg
