,Product Title,Product MRP,Discounted Price,Product Rating,Rating Count,Product Image URL,Product URL
20,Dickies Men's Short Sleeve Performance Cooling Tee,"INR 1,928.15","INR 1,525.58",4.5 out of 5 stars,"8,370",https://m.media-amazon.com/images/I/51lVnbraCsS._AC_UL320_.jpg,https://www.amazon.com/dickies-Performance-Cooling-Burgundy-Heather/dp/B07PSMSF4X/ref=sr_1_68?dib=eyJ2IjoiMSJ9.0pEQuOuDkxZFa0Cu_4jO0sBqzrFqQHeXGtQvnkuI1Z_7JjZ3HGvUIIV9MCgHopLmw8pLj3HZFHqGNO9W9BP06xBK0h7taHJ7M-gjwfDOw5mJag4vDHelk01zY85gYYtkE-1J_mLya0ojSvgr_LAqi4i64qQaO1qmGtyun7G6AeqMn5yFe7PYf_5PIpC5G8g6-XwfCvAlye0V5BbGLJo1tYiT5jjg1rLGsLKu4L8PVb4GTkn9W2To4eERkldaU2SlLWdkekl4gb3dP5gGheFvjl4VMX0K9XZUSQcCwPNGl1s.3IBR1TQL-aunn-NXWtoKF8xijbchYIeyUryjazWKi-0&dib_tag=se&keywords=T-shirt&qid=1725268367&sr=8-68
21,KLIEGOU Men's T-Shirts - Premium Cotton Crew Neck Tees S - 4XL,No MRP found,"INR 2,095.89",4.2 out of 5 stars,"1,737",https://m.media-amazon.com/images/I/81aQOw44qSL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MzYwMDg3OTE0NzIwMToxNzI1MjY4MzY3OnNwX210ZjoyMDAwNjM3NTMxMTY0OTg6OjA6Og&url=%2FKLIEGOU-Mens-T-Shirts-Elasticity-Cotton%2Fdp%2FB09WVDR8MK%2Fref%3Dsr_1_69_sspa%3Fdib%3DeyJ2IjoiMSJ9.0pEQuOuDkxZFa0Cu_4jO0sBqzrFqQHeXGtQvnkuI1Z_7JjZ3HGvUIIV9MCgHopLmw8pLj3HZFHqGNO9W9BP06xBK0h7taHJ7M-gjwfDOw5mJag4vDHelk01zY85gYYtkE-1J_mLya0ojSvgr_LAqi4i64qQaO1qmGtyun7G6AeqMn5yFe7PYf_5PIpC5G8g6-XwfCvAlye0V5BbGLJo1tYiT5jjg1rLGsLKu4L8PVb4GTkn9W2To4eERkldaU2SlLWdkekl4gb3dP5gGheFvjl4VMX0K9XZUSQcCwPNGl1s.3IBR1TQL-aunn-NXWtoKF8xijbchYIeyUryjazWKi-0%26dib_tag%3Dse%26keywords%3DT-shirt%26qid%3D1725268367%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
22,COOFANDY Mens Long Sleeve Polo Shirts Knit Polo Sweater Casual Thermal Pullover Sweater with Pocket,No MRP found,"INR 2,179.76",4.9 out of 5 stars,12,https://m.media-amazon.com/images/I/81G0L0F-AmL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MzYwMDg3OTE0NzIwMToxNzI1MjY4MzY3OnNwX210ZjozMDAzNjg4NjQxNTAwMDI6OjA6Og&url=%2FCOOFANDY-Stretch-Pullover-Activewear-Sweater%2Fdp%2FB0D6YNLS6T%2Fref%3Dsr_1_70_sspa%3Fdib%3DeyJ2IjoiMSJ9.0pEQuOuDkxZFa0Cu_4jO0sBqzrFqQHeXGtQvnkuI1Z_7JjZ3HGvUIIV9MCgHopLmw8pLj3HZFHqGNO9W9BP06xBK0h7taHJ7M-gjwfDOw5mJag4vDHelk01zY85gYYtkE-1J_mLya0ojSvgr_LAqi4i64qQaO1qmGtyun7G6AeqMn5yFe7PYf_5PIpC5G8g6-XwfCvAlye0V5BbGLJo1tYiT5jjg1rLGsLKu4L8PVb4GTkn9W2To4eERkldaU2SlLWdkekl4gb3dP5gGheFvjl4VMX0K9XZUSQcCwPNGl1s.3IBR1TQL-aunn-NXWtoKF8xijbchYIeyUryjazWKi-0%26dib_tag%3Dse%26keywords%3DT-shirt%26qid%3D1725268367%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
23,Brooks Brothers Men's Short Sleeve Supima Cotton Crew Neck Logo T-Shirt,"INR 4,151.52","INR 3,736.36",3.9 out of 5 stars,3,https://m.media-amazon.com/images/I/71azqVNqAVL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MzYwMDg3OTE0NzIwMToxNzI1MjY4MzY3OnNwX210ZjozMDAyOTc5ODg2MDg3MDI6OjA6Og&url=%2FBrooks-Brothers-Regular-Crewneck-XX-Large%2Fdp%2FB0CW7FKKSQ%2Fref%3Dsr_1_71_sspa%3Fdib%3DeyJ2IjoiMSJ9.0pEQuOuDkxZFa0Cu_4jO0sBqzrFqQHeXGtQvnkuI1Z_7JjZ3HGvUIIV9MCgHopLmw8pLj3HZFHqGNO9W9BP06xBK0h7taHJ7M-gjwfDOw5mJag4vDHelk01zY85gYYtkE-1J_mLya0ojSvgr_LAqi4i64qQaO1qmGtyun7G6AeqMn5yFe7PYf_5PIpC5G8g6-XwfCvAlye0V5BbGLJo1tYiT5jjg1rLGsLKu4L8PVb4GTkn9W2To4eERkldaU2SlLWdkekl4gb3dP5gGheFvjl4VMX0K9XZUSQcCwPNGl1s.3IBR1TQL-aunn-NXWtoKF8xijbchYIeyUryjazWKi-0%26dib_tag%3Dse%26keywords%3DT-shirt%26qid%3D1725268367%26sr%3D8-71-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
24,"Comfort Colors Adult Short Sleeve Tee, Style 1717, Multipack","INR 2,179.76","INR 1,702.54",4.6 out of 5 stars,"24,401",https://m.media-amazon.com/images/I/81iyANcz79L._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MzYwMDg3OTE0NzIwMToxNzI1MjY4MzY3OnNwX210ZjoyMDAxMzQ5MzAwNTUzOTg6OjA6Og&url=%2FComfort-Colors-Heavyweight-Sleeve-1745%2Fdp%2FB096STVCXT%2Fref%3Dsr_1_72_sspa%3Fdib%3DeyJ2IjoiMSJ9.0pEQuOuDkxZFa0Cu_4jO0sBqzrFqQHeXGtQvnkuI1Z_7JjZ3HGvUIIV9MCgHopLmw8pLj3HZFHqGNO9W9BP06xBK0h7taHJ7M-gjwfDOw5mJag4vDHelk01zY85gYYtkE-1J_mLya0ojSvgr_LAqi4i64qQaO1qmGtyun7G6AeqMn5yFe7PYf_5PIpC5G8g6-XwfCvAlye0V5BbGLJo1tYiT5jjg1rLGsLKu4L8PVb4GTkn9W2To4eERkldaU2SlLWdkekl4gb3dP5gGheFvjl4VMX0K9XZUSQcCwPNGl1s.3IBR1TQL-aunn-NXWtoKF8xijbchYIeyUryjazWKi-0%26dib_tag%3Dse%26keywords%3DT-shirt%26qid%3D1725268367%26sr%3D8-72-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
25,Just My Size Women's Plus-Size Short Sleeve V-Neck Tee,"INR 1,006.43",INR 838.69,4.1 out of 5 stars,"25,495",https://m.media-amazon.com/images/I/71R5dI3yZ6L._AC_UL320_.jpg,https://www.amazon.com/Just-My-Size-Womens-Plus-Size/dp/B016OJCYKY/ref=sr_1_73?dib=eyJ2IjoiMSJ9.0pEQuOuDkxZFa0Cu_4jO0sBqzrFqQHeXGtQvnkuI1Z_7JjZ3HGvUIIV9MCgHopLmw8pLj3HZFHqGNO9W9BP06xBK0h7taHJ7M-gjwfDOw5mJag4vDHelk01zY85gYYtkE-1J_mLya0ojSvgr_LAqi4i64qQaO1qmGtyun7G6AeqMn5yFe7PYf_5PIpC5G8g6-XwfCvAlye0V5BbGLJo1tYiT5jjg1rLGsLKu4L8PVb4GTkn9W2To4eERkldaU2SlLWdkekl4gb3dP5gGheFvjl4VMX0K9XZUSQcCwPNGl1s.3IBR1TQL-aunn-NXWtoKF8xijbchYIeyUryjazWKi-0&dib_tag=se&keywords=T-shirt&qid=1725268367&sr=8-73
26,Classic Men's Short Sleeve Cotton Undershirts | Crew Neck T Shirt - Multi & Bulk Wholesale Packs,No MRP found,"INR 1,341.07",4.3 out of 5 stars,735,https://m.media-amazon.com/images/I/41Vq+CryfqL._AC_UL320_.jpg,https://www.amazon.com/Classic-Short-Sleeve-Cotton-Undershirts/dp/B0CTS4711N/ref=sr_1_74?dib=eyJ2IjoiMSJ9.0pEQuOuDkxZFa0Cu_4jO0sBqzrFqQHeXGtQvnkuI1Z_7JjZ3HGvUIIV9MCgHopLmw8pLj3HZFHqGNO9W9BP06xBK0h7taHJ7M-gjwfDOw5mJag4vDHelk01zY85gYYtkE-1J_mLya0ojSvgr_LAqi4i64qQaO1qmGtyun7G6AeqMn5yFe7PYf_5PIpC5G8g6-XwfCvAlye0V5BbGLJo1tYiT5jjg1rLGsLKu4L8PVb4GTkn9W2To4eERkldaU2SlLWdkekl4gb3dP5gGheFvjl4VMX0K9XZUSQcCwPNGl1s.3IBR1TQL-aunn-NXWtoKF8xijbchYIeyUryjazWKi-0&dib_tag=se&keywords=T-shirt&qid=1725268367&sr=8-74
27,"Fruit of the Loom Recover Cotton T-Shirt Made with Sustainable, Low Impact Recycled Fiber","INR 1,258.04",INR 754.82,4.6 out of 5 stars,333,https://m.media-amazon.com/images/I/71Ewn4+xp1L._AC_UL320_.jpg,https://www.amazon.com/Fruit-Loom-Recover-Sustainable-Recycled/dp/B0B6Q7LSPF/ref=sr_1_75?dib=eyJ2IjoiMSJ9.0pEQuOuDkxZFa0Cu_4jO0sBqzrFqQHeXGtQvnkuI1Z_7JjZ3HGvUIIV9MCgHopLmw8pLj3HZFHqGNO9W9BP06xBK0h7taHJ7M-gjwfDOw5mJag4vDHelk01zY85gYYtkE-1J_mLya0ojSvgr_LAqi4i64qQaO1qmGtyun7G6AeqMn5yFe7PYf_5PIpC5G8g6-XwfCvAlye0V5BbGLJo1tYiT5jjg1rLGsLKu4L8PVb4GTkn9W2To4eERkldaU2SlLWdkekl4gb3dP5gGheFvjl4VMX0K9XZUSQcCwPNGl1s.3IBR1TQL-aunn-NXWtoKF8xijbchYIeyUryjazWKi-0&dib_tag=se&keywords=T-shirt&qid=1725268367&sr=8-75
28,"Russell Athletic Men's Dri-Power Cotton Blend Short Sleeve Tees, Moisture Wicking, Odor Protection, UPF 30+, Sizes S-4x",INR 921.72,INR 707.85,4.4 out of 5 stars,"1,591",https://m.media-amazon.com/images/I/71r5LBxyPiL._AC_UL320_.jpg,https://www.amazon.com/Russell-Athletic-Essential-Vintage-Heather/dp/B07194CL8N/ref=sr_1_76?dib=eyJ2IjoiMSJ9.0pEQuOuDkxZFa0Cu_4jO0sBqzrFqQHeXGtQvnkuI1Z_7JjZ3HGvUIIV9MCgHopLmw8pLj3HZFHqGNO9W9BP06xBK0h7taHJ7M-gjwfDOw5mJag4vDHelk01zY85gYYtkE-1J_mLya0ojSvgr_LAqi4i64qQaO1qmGtyun7G6AeqMn5yFe7PYf_5PIpC5G8g6-XwfCvAlye0V5BbGLJo1tYiT5jjg1rLGsLKu4L8PVb4GTkn9W2To4eERkldaU2SlLWdkekl4gb3dP5gGheFvjl4VMX0K9XZUSQcCwPNGl1s.3IBR1TQL-aunn-NXWtoKF8xijbchYIeyUryjazWKi-0&dib_tag=se&keywords=T-shirt&qid=1725268367&sr=8-76
29,Nautica Men's Classic Short Sleeve Solid Performance Deck Polo Shirt,"INR 4,990.21","INR 2,934.58",4.5 out of 5 stars,"4,487",https://m.media-amazon.com/images/I/91fcvRcBBtL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MzYwMDg3OTE0NzIwMToxNzI1MjY4MzY3OnNwX210ZjozMDAxMDExNjM2NjUzMDI6OjA6Og&url=%2FNautica-Short-Sleeve-Solid-Small%2Fdp%2FB00T66Y8I4%2Fref%3Dsr_1_77_sspa%3Fdib%3DeyJ2IjoiMSJ9.0pEQuOuDkxZFa0Cu_4jO0sBqzrFqQHeXGtQvnkuI1Z_7JjZ3HGvUIIV9MCgHopLmw8pLj3HZFHqGNO9W9BP06xBK0h7taHJ7M-gjwfDOw5mJag4vDHelk01zY85gYYtkE-1J_mLya0ojSvgr_LAqi4i64qQaO1qmGtyun7G6AeqMn5yFe7PYf_5PIpC5G8g6-XwfCvAlye0V5BbGLJo1tYiT5jjg1rLGsLKu4L8PVb4GTkn9W2To4eERkldaU2SlLWdkekl4gb3dP5gGheFvjl4VMX0K9XZUSQcCwPNGl1s.3IBR1TQL-aunn-NXWtoKF8xijbchYIeyUryjazWKi-0%26dib_tag%3Dse%26keywords%3DT-shirt%26qid%3D1725268367%26sr%3D8-77-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
30,Short Sleeve T Shirts for Women Casual V Neck Tops Basic Ribbed Slim Fit Blouse Tee,No MRP found,"INR 1,257.20",5.0 out of 5 stars,1,https://m.media-amazon.com/images/I/51--h0C0YmL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MzYwMDg3OTE0NzIwMToxNzI1MjY4MzY3OnNwX210ZjozMDAyMzIxNTYxMTkxMDI6OjA6Og&url=%2FSleeve-Shirts-Casual-Ribbed-Blouse%2Fdp%2FB0BZ4BT5MC%2Fref%3Dsr_1_78_sspa%3Fdib%3DeyJ2IjoiMSJ9.0pEQuOuDkxZFa0Cu_4jO0sBqzrFqQHeXGtQvnkuI1Z_7JjZ3HGvUIIV9MCgHopLmw8pLj3HZFHqGNO9W9BP06xBK0h7taHJ7M-gjwfDOw5mJag4vDHelk01zY85gYYtkE-1J_mLya0ojSvgr_LAqi4i64qQaO1qmGtyun7G6AeqMn5yFe7PYf_5PIpC5G8g6-XwfCvAlye0V5BbGLJo1tYiT5jjg1rLGsLKu4L8PVb4GTkn9W2To4eERkldaU2SlLWdkekl4gb3dP5gGheFvjl4VMX0K9XZUSQcCwPNGl1s.3IBR1TQL-aunn-NXWtoKF8xijbchYIeyUryjazWKi-0%26dib_tag%3Dse%26keywords%3DT-shirt%26qid%3D1725268367%26sr%3D8-78-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
31,Men's Short Sleeve Crew Neck T-Shirt,"INR 2,516.07","INR 1,258.04",4.4 out of 5 stars,5,https://m.media-amazon.com/images/I/71tjYCjBmvL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MzYwMDg3OTE0NzIwMToxNzI1MjY4MzY3OnNwX210ZjozMDAxNjUyMzI3NTYyMDI6OjA6Og&url=%2Fben-john-Sleeve-T-Shirt-Regular%2Fdp%2FB0CLXGJB5Q%2Fref%3Dsr_1_79_sspa%3Fdib%3DeyJ2IjoiMSJ9.0pEQuOuDkxZFa0Cu_4jO0sBqzrFqQHeXGtQvnkuI1Z_7JjZ3HGvUIIV9MCgHopLmw8pLj3HZFHqGNO9W9BP06xBK0h7taHJ7M-gjwfDOw5mJag4vDHelk01zY85gYYtkE-1J_mLya0ojSvgr_LAqi4i64qQaO1qmGtyun7G6AeqMn5yFe7PYf_5PIpC5G8g6-XwfCvAlye0V5BbGLJo1tYiT5jjg1rLGsLKu4L8PVb4GTkn9W2To4eERkldaU2SlLWdkekl4gb3dP5gGheFvjl4VMX0K9XZUSQcCwPNGl1s.3IBR1TQL-aunn-NXWtoKF8xijbchYIeyUryjazWKi-0%26dib_tag%3Dse%26keywords%3DT-shirt%26qid%3D1725268367%26sr%3D8-79-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
32,Muscle Alive Mens Summer Casual Short Sleeve Henleys T-Shirt Single Button Placket Plain v Neck Shirts,No MRP found,"INR 1,673.19",4.0 out of 5 stars,"7,789",https://m.media-amazon.com/images/I/51slZ8VtycL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MzYwMDg3OTE0NzIwMToxNzI1MjY4MzY3OnNwX210ZjoyMDAxNTQ2Njg2NjM0OTg6OjA6Og&url=%2FMUSCLE-ALIVE-Henleys-T-Shirt-Placket%2Fdp%2FB07NSQ1YC9%2Fref%3Dsr_1_80_sspa%3Fdib%3DeyJ2IjoiMSJ9.0pEQuOuDkxZFa0Cu_4jO0sBqzrFqQHeXGtQvnkuI1Z_7JjZ3HGvUIIV9MCgHopLmw8pLj3HZFHqGNO9W9BP06xBK0h7taHJ7M-gjwfDOw5mJag4vDHelk01zY85gYYtkE-1J_mLya0ojSvgr_LAqi4i64qQaO1qmGtyun7G6AeqMn5yFe7PYf_5PIpC5G8g6-XwfCvAlye0V5BbGLJo1tYiT5jjg1rLGsLKu4L8PVb4GTkn9W2To4eERkldaU2SlLWdkekl4gb3dP5gGheFvjl4VMX0K9XZUSQcCwPNGl1s.3IBR1TQL-aunn-NXWtoKF8xijbchYIeyUryjazWKi-0%26dib_tag%3Dse%26keywords%3DT-shirt%26qid%3D1725268367%26sr%3D8-80-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
33,No title found,No MRP found,No discounted price found,No rating found,No rating count found,No image found,No URL found
34,No title found,No MRP found,No discounted price found,No rating found,No rating count found,No image found,No URL found
35,No title found,No MRP found,No discounted price found,No rating found,No rating count found,No image found,No URL found
36,No title found,No MRP found,No discounted price found,No rating found,No rating count found,No image found,No URL found
37,No title found,No MRP found,No discounted price found,No rating found,No rating count found,No image found,No URL found
38,No title found,No MRP found,No discounted price found,No rating found,No rating count found,No image found,No URL found
39,KLIEGOU Mens Hipster HipHop Tees - Fashion Print T-Shirts,No MRP found,"INR 2,012.02",4.4 out of 5 stars,"1,077",https://m.media-amazon.com/images/I/91B0tiykleL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNDE0NDU3MzY2MTY0MzA4OjE3MjUyNjgzNzY6c3BfYXRmX25leHQ6MjAwMDY1MjkzODc3OTk4OjowOjo&url=%2FKLIEGOU-Mens-Hipster-Hip-Hop-Premiun%2Fdp%2FB0B188JFWM%2Fref%3Dsr_1_97_sspa%3Fdib%3DeyJ2IjoiMSJ9.pwU95pLrlQZloEHt7COZP_tSFhhtBzLF_Xy4rdic5Lpqp8yW2MZtlpsnWsyvO_I-bARq6K6t9xaiCBiAIdw0Y3om9YgCUW7exjxnCVyEAaYp9WBTm09jyNCq0vMSWZWvakvTNLlHxOzBPLTm8bsAMarsPB3u0n0Gj-Rr_-Iy8cXSP0yM1DWDhlnpJCcYFB0e1Nm79yzaowd49wCOnrh2JfJXcN57m28k3SsebWBedljbd7QWLUQBr7Y64wY0KtIVWwJYMB6YQy5-Jh-pqtQXPIfM3FXOH6T8oPO_U-2NuCo.-9SIS-1pg3AgnhliwQyN7k9B40k8nyP5iNGqBtmAWgc%26dib_tag%3Dse%26keywords%3DT-shirt%26qid%3D1725268375%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
40,"Barnesmith Short Sleeve T-Shirt, Unisex, Heritage Logo, NCAA Colleges",No MRP found,"INR 2,092.53",4.6 out of 5 stars,"7,755",https://m.media-amazon.com/images/I/71bW37ilYoL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNDE0NDU3MzY2MTY0MzA4OjE3MjUyNjgzNzY6c3BfYXRmX25leHQ6MjAwMDk5NzU4NDQ5MTk4OjowOjo&url=%2FIvysport-Pennsylvania-University-Short-Sleeve-Heritage%2Fdp%2FB0B1LBLXHD%2Fref%3Dsr_1_98_sspa%3Fdib%3DeyJ2IjoiMSJ9.pwU95pLrlQZloEHt7COZP_tSFhhtBzLF_Xy4rdic5Lpqp8yW2MZtlpsnWsyvO_I-bARq6K6t9xaiCBiAIdw0Y3om9YgCUW7exjxnCVyEAaYp9WBTm09jyNCq0vMSWZWvakvTNLlHxOzBPLTm8bsAMarsPB3u0n0Gj-Rr_-Iy8cXSP0yM1DWDhlnpJCcYFB0e1Nm79yzaowd49wCOnrh2JfJXcN57m28k3SsebWBedljbd7QWLUQBr7Y64wY0KtIVWwJYMB6YQy5-Jh-pqtQXPIfM3FXOH6T8oPO_U-2NuCo.-9SIS-1pg3AgnhliwQyN7k9B40k8nyP5iNGqBtmAWgc%26dib_tag%3Dse%26keywords%3DT-shirt%26qid%3D1725268375%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
41,"Comfort Colors Adult Short Sleeve Tee, Style 1717, Multipack","INR 2,179.76","INR 1,786.41",4.6 out of 5 stars,"24,401",https://m.media-amazon.com/images/I/81ShQQtBPhL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNDE0NDU3MzY2MTY0MzA4OjE3MjUyNjgzNzY6c3BfYXRmX25leHQ6MjAwMTM0OTMwMDU2NTk4OjowOjo&url=%2FComfort-Colors-Heavyweight-Sleeve-1745%2Fdp%2FB096SX15L6%2Fref%3Dsr_1_99_sspa%3Fdib%3DeyJ2IjoiMSJ9.pwU95pLrlQZloEHt7COZP_tSFhhtBzLF_Xy4rdic5Lpqp8yW2MZtlpsnWsyvO_I-bARq6K6t9xaiCBiAIdw0Y3om9YgCUW7exjxnCVyEAaYp9WBTm09jyNCq0vMSWZWvakvTNLlHxOzBPLTm8bsAMarsPB3u0n0Gj-Rr_-Iy8cXSP0yM1DWDhlnpJCcYFB0e1Nm79yzaowd49wCOnrh2JfJXcN57m28k3SsebWBedljbd7QWLUQBr7Y64wY0KtIVWwJYMB6YQy5-Jh-pqtQXPIfM3FXOH6T8oPO_U-2NuCo.-9SIS-1pg3AgnhliwQyN7k9B40k8nyP5iNGqBtmAWgc%26dib_tag%3Dse%26keywords%3DT-shirt%26qid%3D1725268375%26sr%3D8-99-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
42,"Gildan Men's Crew T-Shirts, Multipack, Style G1100",No MRP found,"INR 1,676.54",4.6 out of 5 stars,"295,670",https://m.media-amazon.com/images/I/61Nn7FcOqBL._AC_UL320_.jpg,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNDE0NDU3MzY2MTY0MzA4OjE3MjUyNjgzNzY6c3BfYXRmX25leHQ6MjAwMTM0OTIyODU2MDk4OjowOjo&url=%2FGildan-Multipack-charcoal-cardinal-Assorted%2Fdp%2FB07XVY344Z%2Fref%3Dsr_1_100_sspa%3Fdib%3DeyJ2IjoiMSJ9.pwU95pLrlQZloEHt7COZP_tSFhhtBzLF_Xy4rdic5Lpqp8yW2MZtlpsnWsyvO_I-bARq6K6t9xaiCBiAIdw0Y3om9YgCUW7exjxnCVyEAaYp9WBTm09jyNCq0vMSWZWvakvTNLlHxOzBPLTm8bsAMarsPB3u0n0Gj-Rr_-Iy8cXSP0yM1DWDhlnpJCcYFB0e1Nm79yzaowd49wCOnrh2JfJXcN57m28k3SsebWBedljbd7QWLUQBr7Y64wY0KtIVWwJYMB6YQy5-Jh-pqtQXPIfM3FXOH6T8oPO_U-2NuCo.-9SIS-1pg3AgnhliwQyN7k9B40k8nyP5iNGqBtmAWgc%26dib_tag%3Dse%26keywords%3DT-shirt%26qid%3D1725268375%26sr%3D8-100-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
43,Hanes mens Ultimate Crewneck T-Shirt,No MRP found,No discounted price found,4.3 out of 5 stars,"1,104",https://m.media-amazon.com/images/I/41ApzXwvr4L._AC_UL320_.jpg,https://www.amazon.com/Hanes-Mens-Essential-T-T-Shirt-Athletic/dp/B0BNK2P4F4/ref=sr_1_101?dib=eyJ2IjoiMSJ9.pwU95pLrlQZloEHt7COZP_tSFhhtBzLF_Xy4rdic5Lpqp8yW2MZtlpsnWsyvO_I-bARq6K6t9xaiCBiAIdw0Y3om9YgCUW7exjxnCVyEAaYp9WBTm09jyNCq0vMSWZWvakvTNLlHxOzBPLTm8bsAMarsPB3u0n0Gj-Rr_-Iy8cXSP0yM1DWDhlnpJCcYFB0e1Nm79yzaowd49wCOnrh2JfJXcN57m28k3SsebWBedljbd7QWLUQBr7Y64wY0KtIVWwJYMB6YQy5-Jh-pqtQXPIfM3FXOH6T8oPO_U-2NuCo.-9SIS-1pg3AgnhliwQyN7k9B40k8nyP5iNGqBtmAWgc&dib_tag=se&keywords=T-shirt&qid=1725268375&sr=8-101
44,"Hanes Women's Perfect-t V-neck T-shirt, Ring-spun Cotton Short Sleeve Tee for Women","INR 1,174.17",INR 838.69,4.2 out of 5 stars,"18,008",https://m.media-amazon.com/images/I/61QGeH3DUVL._AC_UL320_.jpg,https://www.amazon.com/Hanes-Perfect-T-T-Shirt-Ringspun-Royal-1/dp/B0C6YGCPCN/ref=sr_1_102?dib=eyJ2IjoiMSJ9.pwU95pLrlQZloEHt7COZP_tSFhhtBzLF_Xy4rdic5Lpqp8yW2MZtlpsnWsyvO_I-bARq6K6t9xaiCBiAIdw0Y3om9YgCUW7exjxnCVyEAaYp9WBTm09jyNCq0vMSWZWvakvTNLlHxOzBPLTm8bsAMarsPB3u0n0Gj-Rr_-Iy8cXSP0yM1DWDhlnpJCcYFB0e1Nm79yzaowd49wCOnrh2JfJXcN57m28k3SsebWBedljbd7QWLUQBr7Y64wY0KtIVWwJYMB6YQy5-Jh-pqtQXPIfM3FXOH6T8oPO_U-2NuCo.-9SIS-1pg3AgnhliwQyN7k9B40k8nyP5iNGqBtmAWgc&dib_tag=se&keywords=T-shirt&qid=1725268375&sr=8-102
45,Gildan Large Men's DryBlend Classic T-Shirt,No MRP found,INR 716.24,4.5 out of 5 stars,"4,530",https://m.media-amazon.com/images/I/61Bf46FxZtL._AC_UL320_.jpg,https://www.amazon.com/Gildan-DryBlend-Classic-T-Shirt-Medium/dp/B01LZEIKE3/ref=sr_1_103?dib=eyJ2IjoiMSJ9.pwU95pLrlQZloEHt7COZP_tSFhhtBzLF_Xy4rdic5Lpqp8yW2MZtlpsnWsyvO_I-bARq6K6t9xaiCBiAIdw0Y3om9YgCUW7exjxnCVyEAaYp9WBTm09jyNCq0vMSWZWvakvTNLlHxOzBPLTm8bsAMarsPB3u0n0Gj-Rr_-Iy8cXSP0yM1DWDhlnpJCcYFB0e1Nm79yzaowd49wCOnrh2JfJXcN57m28k3SsebWBedljbd7QWLUQBr7Y64wY0KtIVWwJYMB6YQy5-Jh-pqtQXPIfM3FXOH6T8oPO_U-2NuCo.-9SIS-1pg3AgnhliwQyN7k9B40k8nyP5iNGqBtmAWgc&dib_tag=se&keywords=T-shirt&qid=1725268375&sr=8-103
