,Product Title,Product MRP,Discounted Price,Product Rating,Rating Count,Product Image URL
106,"Invicta Men's 6977 Pro Diver Collection Stainless Steel Watch, Blue Dial Black Polyurethane Watch","INR 5,720.21","INR 5,426.65",4.7,"3,766",https://m.media-amazon.com/images/I/71CP597+KNL._AC_UL320_.jpg
177,"CMF Watch Pro 2 Smartwatch for Men Women, Fitness Tracker with Heart Rate, SpO₂ Monitoring,120 Sports Model, Bluetooth Calls with AI Noise Reduction, IP68 Waterproof with GPS for Android IOS Dark Grey","INR 6,626.05","INR 5,787.31",4.0,69,https://m.media-amazon.com/images/I/61hlJBE612L._AC_UL320_.jpg
6,"SAMSUNG Galaxy Watch Ultra 47mm LTE AI Smartwatch w/Energy Score, Wellness Tips, Heart Rate Tracking, Sleep Monitor, Fitness Tracker, GPS, 2024,Titanium Gray [US Version, 1Yr Manufacturer Warranty]","INR 54,517.26","INR 51,162.30",4.3,170,https://m.media-amazon.com/images/I/81UQDoHG7pL._AC_UL320_.jpg
75,"Fitbit Inspire 3 Health &-Fitness-Tracker with Stress Management, Workout Intensity, Sleep Tracking, 24/7 Heart Rate and more, Midnight Zen/Black One Size (S & L Bands Included)","INR 8,383.21","INR 6,705.73",4.3,"13,653",https://m.media-amazon.com/images/I/61gFrSlmofL._AC_UL320_.jpg
116,"Smart Watch for Women Android & iPhone, Alexa Built-in, IP68 Waterproof Activity Fitness Tracker with Bluetooth Call (Answer/Make), 1.8"" Smartwatch with Heart Rate/SpO2/Sleep Monitor, 100+ Sports Mode","INR 8,386.56","INR 6,708.24",4.3,333,https://m.media-amazon.com/images/I/717BsgsyWDL._AC_UL320_.jpg
122,"Casio G-Shock Quartz Watch with Resin Strap, Grey, 18 (Model: GD350-8), Black","INR 10,064.88","INR 6,739.28",4.7,"1,950",https://m.media-amazon.com/images/I/71L6e-mVK6S._AC_UL320_.jpg
167,"Michael Kors Portia Women's Watch, Stainless Steel Bracelet Watch for Women","INR 8,878.06","INR 6,791.28",4.5,"3,198",https://m.media-amazon.com/images/I/71d+c6rJzaL._AC_UL320_.jpg
190,End of Watch [DVD],INR 837.90,INR 609.76,4.7,"12,533",https://m.media-amazon.com/images/I/91apK8Eh3aL._AC_UL320_.jpg
112,"Michael Kors Bradshaw Women's Watch, Stainless Steel Chronograph Watch for Women with Steel or Leather Band","INR 23,065.35","INR 7,464.79",4.6,"9,097",https://m.media-amazon.com/images/I/71wzVmiQQ5L._AC_UL320_.jpg
193,Diesel Double Down Men's Watch with Silicone Band,"INR 10,484.25","INR 7,775.96",4.5,"3,605",https://m.media-amazon.com/images/I/61G8Bngm7RL._AC_UL320_.jpg
49,"Michael Kors Slim Runway Women's Watch, Stainless Steel Bracelet Watch for Women","INR 16,774.80","INR 7,800.28",4.6,"14,550",https://m.media-amazon.com/images/I/716tKIGbwLL._AC_UL320_.jpg
179,End of Watch [Blu-ray],"INR 1,256.43",INR 754.03,4.7,"12,533",https://m.media-amazon.com/images/I/8143Bk+n+0L._AC_UL320_.jpg
35,"Amazfit GTR 3 Smart Watch 46mm for Android iPhone, 21-Day Battery Life, Alexa Built-in, GPS, Fitness Tracker with 150+ Sports Modes, AMOLED Display, Heart Rate Sleep Health Tracker, Black","INR 10,064.04","INR 8,842.84",4.2,"7,496",https://m.media-amazon.com/images/I/61ROGirNjVL._AC_UL320_.jpg
149,"Invicta Men Bolt Quartz Watch, Silver, 26539","INR 10,810.52","INR 9,221.95",4.6,48,https://m.media-amazon.com/images/I/71omfa6D-dL._AC_UL320_.jpg
33,"A|X Armani Exchange Men's Watch with Three-Hand Analog Display and Stainless Steel or Leather Band, Watch for Men","INR 15,936.06","INR 9,275.63",4.6,937,https://m.media-amazon.com/images/I/71E6AZgi2yL._AC_UL320_.jpg
187,"AX Armani Exchange Chronograph Watch for Men with Leather, Stainless Steel or Silicone Band","INR 10,502.70","INR 9,995.26",4.6,"5,501",https://m.media-amazon.com/images/I/71rFLm504gL._AC_UL320_.jpg
