Product Title,Product MRP,Discounted Price,Product Image URL,Product URL,Product Rating,Rating Count
Men Running Shoes,Rs.3499,Rs.1224,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22241876/2023/9/21/f5bb5c18-6233-47db-8479-be5205a3fea81695294768389WROGNMenColourblockedRunningShoes1.jpg",https://www.myntra.comsports-shoes/wrogn/wrogn-men-colourblocked-running-shoes/22241876/buy,3.8,141
Men Colourblocked Sneakers,Rs.4299,Rs.1289,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21652430/2023/2/9/1807c15a-63e3-4771-81cb-0c62e860febf1675943496883-Jack--Jones-Men-Colourblocked-Mesh-Sneakers-2121675943496097-1.jpg",https://www.myntra.comcasual-shoes/jack+%26+jones/jack--jones-men-colourblocked-mesh-sneakers/21652430/buy,4,76
Men Woven Design Sneakers,Rs.4299,Rs.1289,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21652432/2023/2/9/90fc3d8d-dcaa-4d99-9b2d-95e8ecadb98e1675943510035-Jack--Jones-Men-Woven-Design-Mesh-Sneakers-3051675943509405-1.jpg",https://www.myntra.comcasual-shoes/jack+%26+jones/jack--jones-men-woven-design-mesh-sneakers/21652432/buy,3.6,54
Women Colourblocked Sneakers,Rs.1799,Rs.1295,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21584480/2023/7/27/4844138c-f8a2-4474-ae74-098ed4a26c251690439848669-Campus-Women-Colourblocked-Round-Toe-Sneakers-84016904398485-7.jpg",https://www.myntra.comcasual-shoes/campus/campus-women-colourblocked-round-toe-sneakers/21584480/buy,4.2,1.6k
Women Beaded Mojaris,Rs.2599,Rs.1299,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11029496/2021/6/30/14ee4185-c89e-4037-b22f-c799eb9652161625048556177-Anouk-Women-Off-White-Beaded-Mojaris-4321625048555782-1.jpg",https://www.myntra.comflats/anouk/anouk-women-off-white-beaded-mojaris/11029496/buy,4.4,609
Women Walking Shoes,Rs.6599,Rs.1319,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24781728/2023/9/2/0137c352-6f0b-428d-9eb1-b0682cc54acb1693658782714RedTapeCasualSneakerShoesForWomenWhereFashionMeetsComfort1.jpg",https://www.myntra.comsports-shoes/red+tape/red-tape-women-walking-shoes/24781728/buy,4.5,307
Open Toe Flats,Rs.2399,Rs.1319,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26215160/2023/12/3/032ffe59-d00e-4c87-b8f1-0572abcaebd81701549258365BeigeSustainableVelcroWomenComfortSandals1.jpg",https://www.myntra.comflats/carlton+london+sports/carlton-london-sports-open-toe-flats/26215160/buy,4.2,106
Embellished Comfort Mules,Rs.2290,Rs.1374,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16505744/2023/11/27/ee97bfc2-8b60-4e89-b531-ad0cfbfda8961701084573006-Metro-Grey-Embellished-Comfort-Mules-8731701084572901-7.jpg",https://www.myntra.comheels/metro/metro-grey-embellished-comfort-mules/16505744/buy,4.2,1.1k
Men Textured Formal Derbys,Rs.1799,Rs.1439,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17934276/2022/4/19/a196d006-2eb1-4c72-86a7-c8438d3a4aa41650364074736FormalShoes1.jpg",https://www.myntra.comformal-shoes/bata/bata-men-tan-brown-textured-formal-derbys/17934276/buy,4.5,91
Men Perforations Sneakers,Rs.5899,Rs.1474,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27462442/2024/2/9/ff01ff31-bc51-4e25-b451-1c7eb56567f81707421687895RedTapeMenColourblockedPUSneakers1.jpg",https://www.myntra.comcasual-shoes/red+tape/red-tape-men-perforations-memory-foam-sneakers/27462442/buy,4.5,561
