,Product Title,Product MRP,Discounted Price,Product Rating,Rating Count,Product Image URL
0,No title found,No MRP found,No discounted price found,No rating found,No rating count found,No image found
1,Fresh Clean Threads Crew Neck T-Shirt Pack for Men - Pre Shrunk Soft Fitted Premium Classic Tee - Men's T Shirts Cotton Poly,No MRP found,"INR 6,374.42",4.3 out of 5 stars,217,https://m.media-amazon.com/images/I/51rtZmHTbpL._AC_UL320_.jpg
2,Men's Sun Shirts Long Sleeve Rash Guard UPF 50+ UV SPF Fishing Running Swim Shirts Lightweight Quick Dry,No MRP found,"INR 1,425.02",4.4 out of 5 stars,354,https://m.media-amazon.com/images/I/61qF429HBlL._MCnd_AC_UL320_.jpg
3,Pioneer Camp Mens Bamboo Viscose T Shirt Ultra Soft Plain Tshirts for Men Cooling Crew Neck Casual Basic Tee Shirt Undershirt,No MRP found,"INR 1,676.64",4.3 out of 5 stars,929,https://m.media-amazon.com/images/I/71DC-QICWRL._AC_UL320_.jpg
4,Ficerd 3 Pack 3/4 Sleeve Tops for Women Round Neck Fall Basics Casual T Shirts Trendy Loose Fit Tees,No MRP found,"INR 3,186.37",4.4 out of 5 stars,79,https://m.media-amazon.com/images/I/81FCvcWTUEL._AC_UL320_.jpg
5,"Jerzees Men's Dri-Power Cotton Blend Long Sleeve Tees, Moisture Wicking, Odor Protection, UPF 30+, Sizes S-3x",No MRP found,"INR 1,001.46",4.5 out of 5 stars,"60,103",https://m.media-amazon.com/images/I/71c7eRazT8S._AC_UL320_.jpg
6,"Hanes Men’s T-Shirt Pack, Cool Dri Moisture-wicking Performance Tee, Performance Athletic T-Shirt, 2-pack","INR 2,348.47","INR 1,006.49",4.4 out of 5 stars,"18,511",https://m.media-amazon.com/images/I/61hxkBvj2fL._AC_UL320_.jpg
7,"Fruit of the Loom Recover Cotton T-Shirt Made with Sustainable, Low Impact Recycled Fiber","INR 1,258.11",INR 754.87,4.6 out of 5 stars,329,https://m.media-amazon.com/images/I/71Ewn4+xp1L._AC_UL320_.jpg
8,"Gildan Unisex-Adult Ultra Cotton T-Shirt With Pocket, Style G2300, 2-Pack","INR 1,218.69",INR 903.32,4.5 out of 5 stars,"9,958",https://m.media-amazon.com/images/I/71Yn2wh2E0L._AC_UL320_.jpg
9,No title found,No MRP found,No discounted price found,No rating found,No rating count found,No image found
10,No title found,No MRP found,No discounted price found,No rating found,No rating count found,No image found
11,Just My Size Women's Plus-Size Short Sleeve V-Neck Tee,"INR 1,006.49",INR 838.74,4.1 out of 5 stars,"25,469",https://m.media-amazon.com/images/I/71R5dI3yZ6L._AC_UL320_.jpg
