,Product Title,Product MRP,Discounted Price,Product Rating,Rating Count,Product Image URL
14,"Hanes Men’s T-Shirt Pack, Cool Dri Moisture-wicking Performance Tee, Performance Athletic T-Shirt, 2-pack","INR 2,348.47","INR 1,006.49",4.4,"18,511",https://m.media-amazon.com/images/I/61hxkBvj2fL._AC_UL320_.jpg
21,"Gildan Women's Softstyle Cotton T-Shirt, Style G64000L, Multipack","INR 1,215.33","INR 1,043.39",3.9,"21,989",https://m.media-amazon.com/images/I/61lhEf1F-ZL._AC_UL320_.jpg
3,AUTOMET Womens Tops Casual Dressy Basic T Shirts Loose Fit Crewneck Cap Sleeve Tee Summer Outfits 2024,"INR 1,508.89","INR 1,257.27",4.4,616,https://m.media-amazon.com/images/I/71w37pvtncL._AC_UL320_.jpg
9,ANRABESS Women's Oversized T Shirts Short Sleeve Crewneck Summer Tops Casual Loose Basic Tee Shirts 2024 Trendy Clothes,"INR 1,676.64","INR 1,257.27",4.2,"1,411",https://m.media-amazon.com/images/I/71fbe+ghZ6L._AC_UL320_.jpg
4,Women's Vintage Floral T Shirt Boho Wildflower Graphic Loose Tees Short Sleeve Casual Tops,"INR 1,760.52","INR 1,341.15",4.4,378,https://m.media-amazon.com/images/I/81kZaGI4KmL._AC_UL320_.jpg
2,Disney Lion King Hakuna Matata T-Shirt for Adults,"INR 1,593.61","INR 1,466.12",4.4,"1,659",https://m.media-amazon.com/images/I/61p00diE9NL._AC_UL320_.jpg
16,"Hanes Womens Essentials T-Shirt, Cotton Crewneck Tee, Classic Fit T-Shirt For Women",INR 922.61,INR 670.99,4.0,382,https://m.media-amazon.com/images/I/81aF6UF5RyL._AC_UL320_.jpg
6,"Russell Athletic Men's Dri-Power Cotton Blend Short Sleeve Tees, Moisture Wicking, Odor Protection, UPF 30+, Sizes S-4x",INR 921.78,INR 723.83,4.4,"1,573",https://m.media-amazon.com/images/I/71r5LBxyPiL._AC_UL320_.jpg
1,"Champion Men'S Classic T-Shirt, Everyday Tee For Men, Comfortable Soft Men'S T-Shirt (Reg. Or Big & Tall)","INR 1,677.48",INR 754.87,4.5,"34,060",https://m.media-amazon.com/images/I/51ymWaWO2mL._AC_UL320_.jpg
19,Hanes Men’s Short Sleeve Graphic T-shirt Collection,"INR 1,341.98",INR 834.55,4.6,"67,915",https://m.media-amazon.com/images/I/81QaUk6YldL._AC_UL320_.jpg
18,"Hanes Women's Perfect-t V-neck T-shirt, Ring-spun Cotton Short Sleeve Tee for Women","INR 1,174.24",INR 838.74,4.2,"17,979",https://m.media-amazon.com/images/I/61QGeH3DUVL._AC_UL320_.jpg
11,Just My Size Women's Plus-Size Short Sleeve V-Neck Tee,"INR 1,006.49",INR 838.74,4.1,"25,469",https://m.media-amazon.com/images/I/71R5dI3yZ6L._AC_UL320_.jpg
15,"Gildan Unisex-Adult Ultra Cotton T-Shirt With Pocket, Style G2300, 2-Pack","INR 1,218.69",INR 903.32,4.5,"9,958",https://m.media-amazon.com/images/I/71Yn2wh2E0L._AC_UL320_.jpg
