,Product Title,Product MRP,Discounted Price,Product Rating,Rating Count,Product Image URL
8,"Gildan Unisex-Adult Ultra Cotton T-Shirt, Style G2000, Multipack",$14.25,$11.81,4.5,"97,826",https://m.media-amazon.com/images/I/614rbIVRUJL._AC_UL320_.jpg
9,"Hanes Men's Cotton, Moisture-Wicking Crew Tee Undershirts, Multi-Packs Available",$22.00,$15.40,4.5,"69,176",https://m.media-amazon.com/images/I/71ueRA6JRFL._AC_UL320_.jpg
23,Lucky Brand Mens Venice Burnout Notch Neck Tee,$34.50,$17.20,4.5,"9,118",https://m.media-amazon.com/images/I/71Z4fIIWDtL._AC_UL320_.jpg
20,Fruit of the Loom Men's Eversoft Cotton Stay Tucked V-Neck T-Shirt,$18.49,$17.48,4.6,"47,023",https://m.media-amazon.com/images/I/51sc3-LB+hL._AC_UL320_.jpg
6,"Hanes Mens Essentials T-Shirt Pack, Crewneck Cotton T-Shirts For Men, 4 Or 6 Pack Available",$26.00,$19.55,4.4,"122,167",https://m.media-amazon.com/images/I/612OCczgZHL._AC_UL320_.jpg
21,"Fruit of the Loom Men's Eversoft Cotton Short Sleeve Pocket T-Shirts, Breathable & Tag Free",$21.49,$19.65,4.5,"10,549",https://m.media-amazon.com/images/I/81SIfJkBVTL._AC_UL320_.jpg
22,"Fruit of the Loom Men's Eversoft Cotton Short Sleeve Pocket T-Shirts, Breathable & Tag Free",$21.49,$19.65,4.5,"35,633",https://m.media-amazon.com/images/I/81SIfJkBVTL._AC_UL320_.jpg
17,INTO THE AM Mens T Shirt - Short Sleeve Crew Neck Soft Fitted Tees S - 4XL Fresh Classic Tshirts,$23.95,$21.56,4.3,"9,716",https://m.media-amazon.com/images/I/619zcvK1pdS._AC_UL320_.jpg
7,"Gildan Unisex-Adult Heavy Cotton T-Shirt, Style G5000, Multipack",$39.99,$34.99,4.5,"88,414",https://m.media-amazon.com/images/I/61lDolpjTRL._AC_UL320_.jpg
10,"Russell Athletic Men's Dri-Power Cotton Blend Short Sleeve Tees, Moisture Wicking, Odor Protection, UPF 30+, Sizes S-4x",$10.99,$6.82,4.5,"34,341",https://m.media-amazon.com/images/I/71F4P1t80EL._AC_UL320_.jpg
15,"Hanes Men's Heavyweight Pocket T-Shirt, Beefy-T Full-Cut Cotton Pocket Tee for Men, Crewneck T-Shirt For Men, 1 or 2 Pack",$14.00,$8.00,4.5,"17,498",https://m.media-amazon.com/images/I/81m+pQS6wjL._AC_UL320_.jpg
11,"Comfort Colors Adult Short Sleeve Tee, Style 1717",$14.99,$9.99,4.6,"24,230",https://m.media-amazon.com/images/I/71NIMYE7NVL._AC_UL320_.jpg
14,"Champion Men'S Tshirt, Classic Graphic Tshirt Soft And Comfortable T-Shirts For Men, Script Logo Reg. Or Big & Tall",$25.00,$9.99,4.6,"62,662",https://m.media-amazon.com/images/I/61ECvCbRZeL._AC_UL320_.jpg
