,Product Title,Product MRP,Discounted Price,Product Rating,Rating Count,Product Image URL,About This Item,Product Details,Store Name,Colors,Size Chart
0,No title found,"INR 13,342.63","INR 12,680.07",Previous page,No rating count found,No image found,No about this item found,No product details found,No store name found,No color information found,No size chart found
1,No title found,"INR 13,342.63","INR 12,680.07",Previous page,No rating count found,No image found,No about this item found,No product details found,No store name found,No color information found,No size chart found
2,No title found,"INR 13,342.63","INR 12,680.07",Previous page,No rating count found,No image found,No about this item found,No product details found,No store name found,No color information found,No size chart found
3,No title found,"INR 13,342.63","INR 12,680.07",Previous page,No rating count found,No image found,No about this item found,No product details found,No store name found,No color information found,No size chart found
4,No title found,"INR 13,342.63","INR 12,680.07",Previous page,No rating count found,No image found,No about this item found,No product details found,No store name found,No color information found,No size chart found
5,No title found,"INR 13,342.63","INR 12,680.07",Previous page,No rating count found,No image found,No about this item found,No product details found,No store name found,No color information found,No size chart found
6,No title found,"INR 13,342.63","INR 12,680.07",Previous page,No rating count found,No image found,No about this item found,No product details found,No store name found,No color information found,No size chart found
7,No title found,"INR 13,342.63","INR 12,680.07",Previous page,No rating count found,No image found,No about this item found,No product details found,No store name found,No color information found,No size chart found
8,No title found,"INR 13,342.63","INR 12,680.07",Previous page,No rating count found,No image found,No about this item found,No product details found,No store name found,No color information found,No size chart found
9,No title found,"INR 13,342.63","INR 12,680.07",Previous page,No rating count found,No image found,No about this item found,No product details found,No store name found,No color information found,No size chart found
